Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Duration_ms,Finneas O'Connell,J. Cole,Juicy J,Louis Bell,Ludwig Göransson,Mike Dean,"Noah ""40"" Shebib",Ricky Reed,Terrace Martin,Yeti Beats
1.0,0.6208545520605572,0.8599571716308354,0.12375440830141188,0.16206761543452355,0.00801112411403157,0.6279027553764225,0.6738696316749667,0.03789761032748504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.7822019020501624,0.8725148683092608,0.15077643747040143,0.16203459346632015,0.02977529435182194,0.7714678340107162,0.3954070312114787,0.05041536113190249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.4973192386399522,0.8271240441801189,0.127507467908216,0.1653269043959522,0.009419211212453614,0.31440350203214823,0.6418445836004142,0.03816175724063608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4161166205391316,0.5763041634976063,0.12372334613442695,0.7879371703635027,0.008053080138054705,0.23822611336905364,0.545383199382016,0.04187696319404583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.41228050758021967,0.3585174171622769,0.12966547718212834,0.7580484888983468,0.05142114473244201,0.25092234481290276,0.5457201321433853,0.014424794824654356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.4142569341312539,0.5062871707731521,0.12882103877059742,0.7728709620716325,0.008877807240655199,0.3272730120185048,0.5518753184425489,0.01288122750520932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4145477959329316,0.6273789294817332,0.12656920300651495,0.7710048644229504,0.0076122761918710055,0.34174923129582324,0.318372696941308,0.03178970741224367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4124732239646699,0.6249787595581988,0.11860505729549539,0.7917420389760413,0.008315947094343851,0.2567821439408331,0.4322682970925168,0.03436722749905615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.43397577248615754,0.7060110450297366,0.1780115826558859,0.369177765965897,0.027456232828015827,0.2958474714603688,0.593959042124813,0.05306715880327824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,0.43064326720698787,0.6896771452846219,0.1319173129462108,0.5607899572485402,0.008877807240655199,0.5946972269848171,0.5145661785250563,0.03582355162006444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4335870818215244,0.7072642310960068,0.15631220039043747,0.7080605502082965,0.05297303414947497,0.5927439606088403,0.7014816823628026,0.028854204528823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.42009720493513725,0.6651444350042481,0.12685068247702527,0.6576914790601811,0.008877807240655199,0.11028716574257415,0.4810290419604556,0.04101111570645675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.0,0.564185914438678,0.8408385190099205,0.19027738983201462,0.16203466436030958,0.007905795958598772,0.5859075282929215,0.4930230264779843,0.052982113166514966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.669254174376483,0.8907391673746814,0.3826216946807249,0.16203642807276378,0.04269218537487967,0.5360992357055135,0.35335207008201436,0.06445931851854456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8.0,0.7234599969827807,0.8388275276125743,0.33101712508716846,0.21828542113451216,0.007258749233654336,0.7499819038749715,0.34108689578094437,0.04400727129206518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.0,0.5543882256598875,0.8398470688190314,0.37980689997562184,0.16203499277772915,0.031054003644067907,0.7284959737392269,0.4088309254967704,0.042549835094224324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.8744207225966005,0.897642310960068,0.38074516487732285,0.10965968178286067,0.008351665217416124,0.7333791396791689,0.3273794849037687,0.0453242700029755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.7480248334126258,0.8766734101322315,0.41358443643685877,0.16203494810604274,0.4621220755156042,0.7919771309584724,0.561831270647404,0.028014955725724967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.5961112803413013,0.8313290616325215,0.4426706483895905,0.18769725666771597,0.014621648035192692,0.4618751134183956,0.5684096773663363,0.041848193636474455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,0.4793236365490603,0.7034834324553951,0.5074109266069614,0.4834697665341461,0.008083769861159183,0.7118932095434242,0.7183899544729879,0.03768071099031359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.5437175641642062,0.8082729135775049,0.30099264823273564,0.2324950870034407,0.007382422169831782,0.5439123012094207,0.35359449731275583,0.04864852154643294,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6.0,0.7053592670517503,0.8825828377230246,0.39857219800964233,0.13230791375213075,0.007265531478760902,0.5771178296010261,0.36884686816889367,0.04562467668373879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8.0,0.49069538657844247,0.793054375531011,0.12544328512447372,0.27759877847281894,0.007331353263134172,0.7831874322665769,0.3892641717206581,0.043219005919791637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.42410056079993724,0.6562409921806789,0.1425197063354324,0.5954875986511944,0.0092115772182109,0.375931392875417,0.8458080633762306,0.03455731658381127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4831260275163603,0.7613423959218352,0.12478649969328301,0.3232092104910593,0.24026388762351195,0.39448742344719645,0.32565373173577894,0.04369675582760393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.6020084766041329,0.7603016142735769,0.13979873812049942,0.2771410271545961,0.02963377854093563,0.8388555239819153,0.48379846490146766,0.044985845505261184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6.0,0.443019467341998,0.8408241291418861,0.13294940433808194,0.3215198167526293,0.008351665217416124,0.48547405159429186,0.4846488320389816,0.02473267761023079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,0.6976661597940168,0.7505522514868309,0.127507467908216,0.16587123800833556,0.008146978358067488,0.8232293929741011,0.6574133425373503,0.03758160095884011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.6070306195782972,0.8149957519116398,0.1310728745346799,0.1623463682553737,0.007068365188339112,0.7216595414233081,0.6602937067534475,0.04291442387184875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,0.45102761900187394,0.719732370433305,0.11953221624375726,0.2935721578818211,0.008146978358067488,0.8769442183134626,0.3874110415331262,0.026904308055953438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.43436916026212385,0.6949235344095157,0.1274136414180459,0.17830956576548343,0.00768841573464756,0.8349489912299617,0.5022722416711866,0.04209385434297521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,0.4126497979337681,0.6065208156329651,0.15340437476034763,0.5110069848703442,0.01394890888927761,0.3667982496442557,0.3725408017356146,0.04264162043591409,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.6514076103205239,0.8614802404451315,0.1916416396068757,0.16556198497158994,0.00854020539195528,0.6943138121596332,0.5077412356392682,0.04212335055088758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.4647659402826391,0.7031223449447748,0.12394206128175209,0.23269912049736818,0.008008171953716432,0.5409824016454555,0.5012450076426211,0.05227603660082918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.7569023035907201,0.8343882752761257,0.12197170498817993,0.19699144996439183,0.08165315383086494,0.9277291440888591,0.5336727314563713,0.02866829081124747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.6552945769531524,0.8472612451407142,0.12281614339971086,0.16435192833550052,0.7652141790773729,0.5986037597367706,0.4932320245156283,0.046462606949832744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,0.8639855355437331,0.8907179269328802,0.18253371538885574,0.16633381284710733,0.011173964918953047,0.6487134970593554,0.5628954851009976,0.04191519257892213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.5729339880824835,0.8648470688190314,0.17835209897858184,0.16342352673414948,0.026792618083226957,0.4286695850267902,0.34270581660996335,0.05221736170414755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.6190919034355732,0.7431818181818182,0.12206553147835003,0.16203867215705803,0.0893292168911882,0.5460604991941103,0.5635200433903654,0.05693420808008267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4.0,0.7677586659438058,0.807519116397621,0.12281614339971086,0.17367105878533437,0.8938081632522721,0.5063090145847898,0.5011299574314219,0.057629296837401096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.7569023035907201,0.86928632115548,0.12553711161464384,0.17301748097885697,0.04018156411308901,0.5761411964130376,0.49323669115592594,0.05802178135228276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,0.4324489103868351,0.7378079864061172,0.12131491955698921,0.19222195253980986,0.008462775579024591,0.17767485571377328,0.3354453264960637,0.03129064115619873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.7643669338790546,0.8883717146019416,0.14777398978495815,0.16203459474280896,0.09453165371392726,0.5214497378856876,0.7095146524661834,0.03601408021715426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.623517258784788,0.8655055225148682,0.12853955930008712,0.16203459124760553,0.007876004191153651,0.5781016806339919,0.46145407031211483,0.04280300749500385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.7234599969827807,0.8601741716227698,0.1460851129618963,0.1620505194512218,0.007775831430590793,0.5761411964130376,0.49163831500747823,0.033705102166839765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.9114167371604445,0.9138912489379779,0.17728754793437046,0.16203459686837465,0.00774668264198858,0.5058236068778733,0.4200894104498463,0.02238612125529997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.7434925696971388,0.8633814783347493,0.17207505073901472,0.17630577741897738,0.007158665623922028,0.5898140610448751,0.5073532514037871,0.05267445453222922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.6632078178128569,0.8761469838572642,0.20716615806263305,0.18379342525068712,0.0073854170546661544,0.4442957160346045,0.4933065430698684,0.04219112910335002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,0.6737782976959144,0.8735981308411215,0.13623333149403552,0.16208820170713037,0.007147560798788292,0.8388555239819153,0.6081965057607285,0.04493618061144077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,0.5408830893941842,0.7573491928632116,0.13548271957267471,0.23956258520598647,0.008115067281890289,0.2870577727684733,0.5260506549644166,0.04201340482737196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.6207330997072487,0.8605352591333899,0.19577975806622255,0.1620351197618211,0.007663812453790058,0.45308541472650005,0.4560919086830038,0.05073181001288211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.6521439598855081,0.8868946474086661,0.17763670307079243,0.16373499128613064,0.007189879603399757,0.5842903584853606,0.31916983054747466,0.03744095701173806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4129344692530283,0.5934581374684045,0.13726542288590665,0.7580484888983468,0.008703334471791864,0.1884178207816456,0.49506105879065787,0.04210059653167337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.43046887049239785,0.5958793542905693,0.13370001625944275,0.7028767940821016,0.007734765031209297,0.22552988192520454,0.3084003089919958,0.047648191472669583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,0.414680685041066,0.5354927782497876,0.14124134362437255,0.7822586533758923,0.008462775579024591,0.41597335358294113,0.6981000279407655,0.04582421528368983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.3077892115122025,0.5427994902293967,0.12525563214413352,0.7710048644229504,0.009016335489291417,0.3192866679720902,0.37361734299755106,0.060809388335078936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.32640256273795254,0.5577740016992354,0.12403588777192219,0.7238103425180448,0.007978975409216006,0.27631480770060096,0.5756455138635505,0.02295550948489594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,0.4141024419548922,0.5663976210705182,0.1320111394363809,0.7841476594237649,0.008246453097475825,0.3500706316920902,0.4311446044128073,0.05563039473921316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.4148186521073983,0.5972812234494478,0.14139378845339118,0.6757833954085092,0.00854020539195528,0.3778846592513938,0.5839578916227011,0.0301186815157374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.47098568737284213,0.7772727272727272,0.12403588777192219,0.29156908216278393,0.019806939348725204,0.4657816461703492,0.513493746199234,0.07331681059963106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.340252732300637,0.5863636363636364,0.12731981492787578,0.795562296318353,0.007744288455335161,0.3905808906952429,0.43486155247898195,0.02247710030858161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4665472133772224,0.7610237892948173,0.1243173672424325,0.34526483938861574,0.3318133920571706,0.2147869168573322,0.46458097069506765,0.042286911340594806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.42397059269322007,0.7224511469838573,0.18089474081500434,0.1620361673798913,0.00712730561132847,0.7548650698149135,0.45808474269842053,0.042908490455330385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,0.9808175832787871,0.8844095157179269,0.1870111725330062,0.1620352620905005,0.09335715095069844,0.850575122237776,0.519657150370626,0.07074412514850022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.0,0.5890397851259357,0.7113848768054376,0.13660863745471594,0.1680266300599208,0.04294001404692112,0.9189394453969636,0.4961540357970514,0.04047644895130159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8850153963268441,0.9046623437268595,0.21279574747283925,0.16203915500433547,0.008212665308040441,0.39741732301116167,0.8045913252140755,0.05472258201190287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.6078761636804724,0.8363375176304858,0.1355765460628448,0.16203847607304026,0.034926981471964456,0.489383193094872,0.505778932767729,0.051496561475249523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.6081403292877693,0.7602803738317756,0.12563093810481393,0.16244899448300795,0.015214485865902287,0.6542718514521091,0.556374603487665,0.03252435227968455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.48841582120387883,0.7949447748513169,0.13801603480726748,0.1620756749698784,0.007330010035905382,0.7402155719950876,0.47183735187285303,0.06959282258776951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.8595618352327459,0.9202421410365336,0.20153656865242692,0.1620346066722734,0.014168539946792381,0.6728278820238885,0.5261081800700163,0.03411165107643164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7.0,0.6879744163831258,0.8351529311809686,0.18991887406990146,0.17639068743940337,0.009419211212453614,0.6080180285920185,0.5112790296336472,0.03903199166333004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,0.6307283872909789,0.7119158878504672,0.14054935004186025,0.22921015952490997,0.0916151767678137,0.9794907030522438,0.49472439461576406,0.041698293241750686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.7744863783105272,0.8330076465590484,0.12947782420178813,0.16345607897025818,0.09335715095069844,0.6028777867568645,0.4730125076015318,0.0506058897289923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,0.7966301438829526,0.8458793542905693,0.19496871434051974,0.16247550165544863,0.009161619905656643,0.815416327470194,0.514617022281442,0.04642458913288172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.8308064041107592,0.8441376380628717,0.12929017122144792,0.17765207154539536,0.017894154366854726,0.9736309039243135,0.5183135282612625,0.07045119017742672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.6702712476749557,0.8547578589634663,0.1940304494388187,0.16206045736984592,0.036611590786260494,0.9111263798930564,0.5299541442729648,0.053861137835902795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,0.6946338462102544,0.8557774001699235,0.12994695665263867,0.16892404715524395,0.030259220256453966,0.9384721091567314,0.4623251647683382,0.04641294205601233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.801968356842252,0.8819456244689889,0.16982321497493225,0.16203470236294404,0.0588130335955058,0.9765608034882787,0.5094916424239435,0.04211993906024463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8.0,0.6454324601570826,0.8582837723024639,0.12300379638005106,0.17717074476555897,0.03465258712720277,0.5999044002680373,0.5409784198675278,0.0427737799247467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,0.4376887437833141,0.624660152931181,0.1389542997089685,0.23358983963899926,0.00854020539195528,0.46968817892230275,0.41658037900826717,0.033329978389178505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7280987282530218,0.790802888700085,0.16466275801557662,0.28693021675006447,0.6676912939442532,0.36616506099553303,0.43907680423384776,0.02269685647592857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.43992347443089447,0.6765717926932879,0.1423320533550922,0.3184868989494567,0.010656610680017506,0.6279027553764225,0.7712925069441021,0.026784321188581997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.4227228901703807,0.6878292268479185,0.1210334400864789,0.4404919552222637,0.009995014643193554,0.22650651511319295,0.3014315533422086,0.03992573999593012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,0.4835571784923379,0.6876380628717077,0.1351074136119943,0.22921015952490997,0.010872709743321262,0.5458655675853975,0.4191073747185379,0.04747062848945324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.4123109712153213,0.5577102803738317,0.13351236327910254,0.6791194163208925,0.008351665217416124,0.43843591690667416,0.4813043406801111,0.02364905994904294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7847978824054007,0.8654606372632376,0.1752651514047982,0.162230047864075,0.8800670127572161,0.3817911920033474,0.4611376822313166,0.027510835077831045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.46727085533313284,0.718160577740017,0.12666302949668506,0.488364635233179,0.009933671936873579,0.5575851658412582,0.46190834562551875,0.05639866230025813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,0.49635098367965125,0.6712829226847918,0.1246926732031129,0.25619645305337535,0.02178884066856864,0.7363090392431341,0.6082458129940995,0.04162478178568536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.5287344983887974,0.7495114698385726,0.1307913950641696,0.16613126509697063,0.07348296507829746,0.9169861790209868,0.6186660749798663,0.03347369892262341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.49683418725351847,0.7643372982158029,0.12450502022277271,0.1940173451089371,0.00854020539195528,0.8085798951542752,0.3542067287937807,0.038375579991464674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.4161786074804728,0.5839634664401019,0.18549223883333937,0.5468973130032906,0.018799051879524797,0.3563987291156492,0.31829462715513696,0.027352610637341235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.5053342408415823,0.8156329651656754,0.1921050979422415,0.3463643781211578,0.007823582684583628,0.7070100436034822,0.38518810709531087,0.03651798110888083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,0.4254535780599876,0.7231096006796941,0.12731981492787578,0.24339834385959563,0.01051714208881239,0.5800477291649911,0.27697927452623966,0.053412835254515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.47606011274601356,0.7643372982158029,0.1958308791698904,0.1756379020170457,0.009527794465468522,0.20795048454141346,0.5897638183521523,0.050412504301726974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,0.6475494729315605,0.8260620220900594,0.20012002826177924,0.17830956576548343,0.035481209651026455,0.5856375757568599,0.7261188633039134,0.043022763662350805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,0.6262025306857615,0.8307561597281223,0.13726542288590665,0.16544309370547616,0.036437612122911536,0.9628879388564412,0.5054763723909158,0.042122680575772904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.569706394200022,0.7452421410365335,0.12225318445869024,0.18977556895118947,0.03921441012647658,0.6132532575565965,0.3114491395887777,0.052999693659902716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4376887437833141,0.8061809685641461,0.12234701094886034,0.19810140490307862,0.007542245350749321,0.25971204350479826,0.5785546406324474,0.0480479279410737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.4266074218133468,0.6188190314358538,0.2259314560966536,0.16204862721977792,0.19189065808893685,0.5243796374496528,0.3797026773827721,0.042614539605988044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.4879652752486726,0.7927994902293968,0.3253875356769623,0.16207384859862642,0.007810824723312114,0.5136366723817805,0.4106265305787026,0.06357150360246284,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.4564418649815624,0.6985344095157179,0.5637068207090229,0.1679414362557692,0.02335437037485194,0.5800477291649911,0.5360928948276712,0.04307264831233856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4.0,0.551668398370922,0.8204463938525076,0.18708728916623113,0.16309765045298205,0.11961286293739491,0.6825942139037725,0.32879706786318885,0.06494849574705888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.6059845625125406,0.8145921835174171,0.18621210138680178,0.16203563854241404,0.009639618772491044,0.6454821527602135,0.36539125289679997,0.04185959426858335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.0,0.4879652752486726,0.7336873406966865,0.2249931911949526,0.3250394374931663,0.0197528511776627,0.4198798863348947,0.36961113028614634,0.05034218232817595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.4403855839078074,0.6874044180118946,0.2512646084425813,0.38491500250366095,0.009754731796080116,0.5663748645331538,0.5605492825797544,0.0702226437633859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.561167554122759,0.75482158028887,0.5683981452175281,0.16335992076084532,0.008425073501936628,0.5913027279889187,0.7119676873263974,0.041193780227647386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.0,0.6592300674347251,0.8522090059473237,0.4426706483895905,0.16267772136113928,0.0076122761918710055,0.6650148165199814,0.3899339283072827,0.06656897772507536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,0.5714532542964863,0.7813508920985557,0.18023795538381365,0.16647248740457407,0.0070994650636508495,0.9394487423447199,0.495538297949362,0.054889596699086565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
