Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Duration_ms,Finneas O'Connell,J. Cole,Juicy J,Ludwig Göransson,Mike Dean,Ricky Reed,Terrace Martin,Yeti Beats,A$AP Rocky,Big Thief,Billie Eilish,Chance the Rapper,Daft Punk,Drake,Dua Lipa,Halsey,Radiohead,Shawn Mendes,Travis Scott,Vampire Weekend
8.0,0.133432831,-8.914,0.0319,0.17303053997735512,0.0003034644479999,0.771,94.736,227653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.020123648,-15.304413818840965,0.0501,0.669921875,0.002197,0.354,205.846,188238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.120553784,-10.407,0.0312,0.24835743620768008,0.2348851129999999,0.373,79.255,229827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.322828856,-10.456,0.0472,0.17701533037030298,0.02256235356129204,0.828,117.743,235693.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0523136239999999,-6.665,0.0399,0.246491883,0.001331,0.47065708386632166,118.07657234194824,143531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.4855876560000001,-10.915,0.0341,0.005929741,0.0011248639999999,0.812,159.996,202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.3313738879999999,-7.881,0.0379,0.000481890304,3.8614471999999984e-05,0.708,160.697,226267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.065939264,-12.366,0.0256,0.2032974719999999,0.0011248639999999,0.867,94.285,153413.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.037595375,-13.534,0.034,0.0251537569999999,0.0006630548479999,0.824,122.239,222533.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0006405039279999,-17.696,0.06645675020822112,0.5393531439999998,0.006967871,0.3448176766120151,90.666,225020.83711402182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.4047312714420371,-5.71186604488549,0.10220639299123735,0.0054517759999999,0.001520875,0.68,123.57,222667.16652532938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.089314623,-13.148,0.0303,0.1092153519999999,0.000985074875,0.523,121.989,268867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.5863762529999998,-6.968,0.0282,0.0529774088564957,0.075151448,0.919,129.881,161440.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.413493625,-6.3372339974663605,0.0291,0.003581577,0.7635519440000001,0.582,120.29645738072324,242413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.7685752960000001,-4.316,0.09001071462896651,0.006644672,0.004173281,0.5806756900308423,136.993,221720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.273359449,-5.534,0.09251638934625694,0.002146689,0.019902511,0.408,83.405,268600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.3518958159999999,-11.262,0.0283,6.331624999999999e-06,0.082881856,0.5201242410838808,137.145,290064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.6302633018690944,-8.233,0.0291,0.017984728,0.8930563469999999,0.44244395360558203,121.961,293227.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.5863762529999998,-5.325,0.032,0.016974593,0.033386248,0.559,120.04,295013.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.034328125,-11.515,0.0275,0.0466559999999999,0.001442897,0.151,81.638,173373.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.5990771069999999,-4.39272744282573,0.0557,2.9791e-08,0.088121125,0.503,172.676,194867.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.3594254309999999,-5.503,0.0352,2.4389e-08,0.0008519713919999,0.5594201679544497,112.305,225760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.529475129,-5.754,0.0539,2.4642171e-05,0.0007510894289999,0.559,119.651,184360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.8492781229999998,-3.225,0.08808678717897812,3.3076161000000006e-08,0.000721734273,0.487,102.238,132853.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.563559976,-5.603,0.0816,0.024298395792184103,0.000129554216,0.573,124.53776389434283,270680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,0.426957777,-5.002,0.119,0.0491341718550085,0.0003579109999999,0.424,120.057,222975.69431294437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,0.42781059097780133,-5.122,0.0434,8.288185599999999e-05,0.0001183707709999,0.828,148.018,235467.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.2151556016365731,-10.595,0.0426,0.119823157,0.001092727,0.263,128.026,222168.32467820952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.35356654160652917,-5.737,0.10708313176369416,8.412323840000001e-07,0.0006382773809999,0.433,111.0,261840.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.406263911678196,-4.496,0.09197804435152165,0.002628072,0.0001609891839999,0.565277034207081,77.677,201360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0011248639999999,-18.28027953190861,0.0445,0.921167317,0.0016851589999999,0.162,120.484,222563.60080922366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.030959144,-18.197,0.0407,0.8358968879999998,0.000709732288,0.2,75.056,247808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.004096,-21.04,0.050981647215419944,0.958585256,0.001442897,0.395,169.898,239508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-0.15948880613231203,-20.696,0.0317,0.941192,0.002000376,0.296,90.928,307698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,-0.1382383628158615,-19.991,0.0304,0.8682506639999998,0.000955671625,0.252,140.096,135444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0031121359999999,-19.585,0.0389,0.961504803,0.0012250429999999,0.3328337130973585,104.95608412371946,284131.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.004330747,-18.131,0.0489,0.794022776,0.001520875,0.356,142.119,168040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.099897344,-9.657,0.0304,0.2002016249999999,0.012184001617563767,0.446,124.97,364613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,-0.12485581963148468,-18.645,0.0339,0.979146657,0.000719323136,0.369,106.2942953389453,133267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.092345408,-10.422,0.0307,0.28074863279261275,0.3270827689999999,0.189,113.066,223408.81547380058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.019902511,-12.238,0.091,2.460375e-06,9.7972181e-05,0.742,111.485,226240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.967361669,-4.613,0.0910498805342082,1.0612080000000003e-06,0.0869383069999999,0.84,126.47,352906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.300763,-12.759,0.0438,0.0092609999999999,0.03612147070510105,0.91,120.75,215173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8043570000000001,-3.54444543208176,0.125,7.077887999999998e-06,0.0011910159999999,0.376,195.815,280000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.3328125569999999,-6.839194789468916,0.0427,6.028568e-06,0.0280944639999999,0.47583830782911524,123.1373555034672,265320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.36951448390077735,-10.457,0.0321,0.0006405039279999,0.008242408,0.639,135.406,178987.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.129554216,-8.825,0.0453,6.3521199e-05,0.000302111711,0.727,114.832,347667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.7610484970000001,-2.926,0.113,4.8228544e-08,0.007189057,0.658,128.04,186210.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.469097433,-6.932,0.10088191820081088,0.022188041,0.002406104,0.5956421749712498,124.431,208600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.371694959,-12.734,0.048,0.1038229999999999,0.085184,0.972,120.07835148241854,220733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.6162950509999999,-7.033,0.0362,0.002197,0.0869383069999999,0.5902692101289507,115.118,261267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.653972032,-6.427,0.106,0.0006814719999999,0.002146689,0.804,125.16458167295977,242240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.7121219570000001,-6.509,0.036,0.0241375689999999,0.010941048,0.966,126.143,351573.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.438976,-6.009,0.105,4.0001688e-05,0.0297909999999999,0.902,128.976,276080.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.47793696405378927,-5.961,0.0367,0.010648,0.0233936559999999,0.93,112.517,242187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.663054848,-4.729,0.0792,1.96122941e-07,0.05165108329342299,0.969,123.996,222652.43683028177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.4133156503568565,-5.843,0.0293,0.0233936559999999,0.0278181269999999,0.5669640302023622,131.659,225627.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,0.0432435509999999,-16.842,0.0463,0.1105919999999999,0.001520875,0.45,101.384,182653.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5373677969999998,-9.02,0.0737,0.19055959615445955,0.665338617,0.344,106.859,134267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.047045881,-14.398,0.0499,0.241804367,0.0036522639999999,0.612,187.711,152867.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.017779581,-13.868,0.0272,0.430368875,0.0029859839999999,0.201,73.36,212667.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.121287375,-13.877,0.0422,0.1038229999999999,0.003869893,0.528,101.999,247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,6.4e-05,-19.994,0.0405,0.7991787520000001,0.001331,0.418,117.136,138600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.633839779,-5.973981850149796,0.085,0.000302111711,0.8792179119999999,0.36,112.228,156173.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.093576664,-12.44,0.0332,0.5043583360000001,0.0029242069999999,0.54,112.49253296400818,287627.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.143055667,-14.647,0.0311,0.145531576,0.015174114098098539,0.723,148.03,220405.25509206345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.1981552869999999,-10.964,0.0376,0.006331625,0.066923416,0.908,150.566,183307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.143877824,-10.266,0.0309,0.0494308629999999,0.001520875,0.797,86.204,205613.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.006644672,-18.758,0.0959,0.5948233209999999,0.011852352,0.334,77.464,155453.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.158340421,-7.851,0.10329202350596793,0.284890312,0.0007991787519999,0.693,93.744,197160.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
